source_url,action,destination,status_code,note
/tag/redesign,redirect,/tags/redesign,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/refactoring,redirect,/tags/refactoring,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/release-engineering,redirect,/tags/release-engineering,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/release-management,redirect,/tags/release-management,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/release-notes,redirect,/tags/release-notes,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/release-notes-2,redirect,/tags/release-notes-2,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/release-process,redirect,/tags/release-process,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/requirements,redirect,/tags/requirements,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/responsive,redirect,/tags/responsive,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/resume-builder,redirect,/tags/resume-builder,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/resume-as-code,redirect,/tags/resume-as-code,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/reusable,redirect,/tags/reusable,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/rfp,redirect,/tags/rfp,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/roadmap,redirect,/tags/roadmap,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/salesforce,redirect,/tags/salesforce,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/sanity,defer,,,Tool-related tag — redirect target /tools/:slug doesn't exist until Tools epic (EPIC-tool-doctype). Wire in Phase 2 of Tools epic.
/tag/schema-org,redirect,/tags/schema-org,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/scope-creep,redirect,/tags/scope-creep,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/scrum-but,redirect,/tags/scrum-but,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/sem,redirect,/tags/sem,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/semantic-tokens,redirect,/tags/semantic-tokens,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/semver,redirect,/tags/semver,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/seo,redirect,/tags/seo,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/separation-of-concerns,redirect,/tags/separation-of-concerns,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/shopify,defer,,,Tool-related tag — redirect target /tools/:slug doesn't exist until Tools epic (EPIC-tool-doctype). Wire in Phase 2 of Tools epic.
/tag/slop,redirect,/tags/slop,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/small-business,redirect,/tags/small-business,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/smb,redirect,/tags/smb,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/social-media,redirect,/tags/social-media,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/source-control,redirect,/tags/source-control,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/squarespace,redirect,/tags/squarespace,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/stakeholder-alignment,redirect,/tags/stakeholder-alignment,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/storybook,defer,,,Tool-related tag — redirect target /tools/:slug doesn't exist until Tools epic (EPIC-tool-doctype). Wire in Phase 2 of Tools epic.
/tag/strategy,redirect,/tags/strategy,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/structured-content,redirect,/tags/structured-content,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/sugartown,redirect,/tags/sugartown,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/sugartown-pink,redirect,/tags/sugartown-pink,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/system,redirect,/tags/system,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/system-architecture,redirect,/tags/system-architecture,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/system-drift,redirect,/tags/system-drift,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/system-thinking,redirect,/tags/system-thinking,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/systemic-documentation,redirect,/tags/systemic-documentation,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/taxonomy,redirect,/tags/taxonomy,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/team-topology,redirect,/tags/team-topology,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/tech,redirect,/tags/tech,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/tech-debt,redirect,/tags/tech-debt,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/technical-debt,redirect,/tags/technical-debt,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/token-pipelines,redirect,/tags/token-pipelines,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/tooling,redirect,/tags/tooling,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/travel,redirect,/tags/travel,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/twitter,redirect,/tags/twitter,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/ui-design,redirect,/tags/ui-design,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/ux,redirect,/tags/ux,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/vendor-selection,redirect,/tags/vendor-selection,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/version-control,redirect,/tags/version-control,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/versioning,redirect,/tags/versioning,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/visualization,redirect,/tags/visualization,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/ways-of-working,redirect,/tags/ways-of-working,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/wcag,redirect,/tags/wcag,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/web-app,redirect,/tags/web-app,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/web-design,redirect,/tags/web-design,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/wine-beverage,redirect,/tags/wine-beverage,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/wireframes,redirect,/tags/wireframes,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/workflow,redirect,/tags/workflow,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/working-agreements,redirect,/tags/working-agreements,301,WP tag archive — redirect to new canonical taxonomy URL
/tag/youtube,redirect,/tags/youtube,301,WP tag archive — redirect to new canonical taxonomy URL
